codigo_efisco|codigo_catmat|rank|score_final|confianca|score_ontologia|deducao_ontologia|score_neural|score_cosine|score_cross|score_graphrag|graphrag_justificativa|trilha
5358671|604917|9|0.4963|Baixa|0.3|incompleto|0.6019788461385495|0.8594809770584106|0.0011405406588734515|0.6019788461385495||"score_final=0.496 -> Baixa  (rank 9)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.602 x 0.45): cosine=0.859, cross=0.001
  GraphRAG  (0.602 x 0.2)"
5358671|604916|10|0.4961|Baixa|0.3|incompleto|0.601733513420654|0.8591305017471313|0.0011405406588734515|0.601733513420654||"score_final=0.496 -> Baixa  (rank 10)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.602 x 0.45): cosine=0.859, cross=0.001
  GraphRAG  (0.602 x 0.2)"
5358671|485862|11|0.4958|Baixa|0.3|incompleto|0.6011740688602331|0.8567741513252258|0.00477387644191666|0.6011740688602331||"score_final=0.496 -> Baixa  (rank 11)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.601 x 0.45): cosine=0.857, cross=0.005
  GraphRAG  (0.601 x 0.2)"
5358671|348002|12|0.4949|Baixa|0.3|incompleto|0.5998481282341307|0.8566415905952454|0.0006633827248634236|0.5998481282341307||"score_final=0.495 -> Baixa  (rank 12)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.600 x 0.45): cosine=0.857, cross=0.001
  GraphRAG  (0.600 x 0.2)"
5358671|438058|13|0.4944|Baixa|0.3|incompleto|0.5990548386202963|0.8547182083129883|0.002506976004015439|0.5990548386202963||"score_final=0.494 -> Baixa  (rank 13)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.599 x 0.45): cosine=0.855, cross=0.003
  GraphRAG  (0.599 x 0.2)"
5358671|485107|14|0.4939|Baixa|0.3|incompleto|0.5982696896614005|0.8540979623794556|0.0013370533192722045|0.5982696896614005||"score_final=0.494 -> Baixa  (rank 14)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.598 x 0.45): cosine=0.854, cross=0.001
  GraphRAG  (0.598 x 0.2)"
5358671|485023|15|0.4935|Baixa|0.3|incompleto|0.5976656448193984|0.8530877828598022|0.001680656058456174|0.5976656448193984||"score_final=0.493 -> Baixa  (rank 15)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.598 x 0.45): cosine=0.853, cross=0.002
  GraphRAG  (0.598 x 0.2)"
5360382|617931|1|0.4976|Baixa|0.3|incompleto|0.6039788040050321|0.861588716506958|0.0028890081672051167|0.6039788040050321||"score_final=0.498 -> Baixa  (rank 1)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.604 x 0.45): cosine=0.862, cross=0.003
  GraphRAG  (0.604 x 0.2)"
5360382|617932|2|0.497|Baixa|0.3|incompleto|0.603043435288066|0.8605830669403076|0.0021176280995025836|0.603043435288066||"score_final=0.497 -> Baixa  (rank 2)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.603 x 0.45): cosine=0.861, cross=0.002
  GraphRAG  (0.603 x 0.2)"
5360382|617933|3|0.4966|Baixa|0.3|incompleto|0.6024993406337696|0.8598363399505615|0.0020463422279219383|0.6024993406337696||"score_final=0.497 -> Baixa  (rank 3)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.602 x 0.45): cosine=0.860, cross=0.002
  GraphRAG  (0.602 x 0.2)"
5360382|617923|4|0.4947|Baixa|0.3|incompleto|0.5994934213976894|0.8522617816925049|0.00970058070978627|0.5994934213976894||"score_final=0.495 -> Baixa  (rank 4)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.599 x 0.45): cosine=0.852, cross=0.010
  GraphRAG  (0.599 x 0.2)"
5360382|617934|5|0.4946|Baixa|0.3|incompleto|0.5994259406728396|0.8556886911392212|0.0014795229179495341|0.5994259406728396||"score_final=0.495 -> Baixa  (rank 5)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.599 x 0.45): cosine=0.856, cross=0.001
  GraphRAG  (0.599 x 0.2)"
5360382|617924|6|0.4936|Baixa|0.3|incompleto|0.5978090931605763|0.8511205315589905|0.006749070230943146|0.5978090931605763||"score_final=0.494 -> Baixa  (rank 6)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.598 x 0.45): cosine=0.851, cross=0.007
  GraphRAG  (0.598 x 0.2)"
5360382|617925|7|0.4929|Baixa|0.3|incompleto|0.5968303035044218|0.8499628901481628|0.0061876013356926525|0.5968303035044218||"score_final=0.493 -> Baixa  (rank 7)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.597 x 0.45): cosine=0.850, cross=0.006
  GraphRAG  (0.597 x 0.2)"
544167|600139|1|0.7038|Média|0.3|incompleto|0.9212237757676998|0.8882530331611633|0.9981555085162851|0.9212237757676998||"score_final=0.704 -> Média  (rank 1)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.921 x 0.45): cosine=0.888, cross=0.998
  GraphRAG  (0.921 x 0.2)"
544167|600138|2|0.7036|Média|0.3|incompleto|0.9208583015051869|0.8877089023590088|0.9982068995129361|0.9208583015051869||"score_final=0.704 -> Média  (rank 2)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.921 x 0.45): cosine=0.888, cross=0.998
  GraphRAG  (0.921 x 0.2)"
544167|600140|3|0.7032|Média|0.3|incompleto|0.9203812018679465|0.887671947479248|0.9967027954415764|0.9203812018679465||"score_final=0.703 -> Média  (rank 3)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.920 x 0.45): cosine=0.888, cross=0.997
  GraphRAG  (0.920 x 0.2)"
544167|600143|4|0.7024|Média|0.3|incompleto|0.9191447316624165|0.8854365348815918|0.9977971908176743|0.9191447316624165||"score_final=0.702 -> Média  (rank 4)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.919 x 0.45): cosine=0.885, cross=0.998
  GraphRAG  (0.919 x 0.2)"
544167|600142|5|0.7024|Média|0.3|incompleto|0.9190124877332342|0.885194718837738|0.9979206151560586|0.9190124877332342||"score_final=0.702 -> Média  (rank 5)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.919 x 0.45): cosine=0.885, cross=0.998
  GraphRAG  (0.919 x 0.2)"
544167|605757|6|0.7021|Média|0.3|incompleto|0.918638393664218|0.8858914375305176|0.9950479579761856|0.918638393664218||"score_final=0.702 -> Média  (rank 6)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.919 x 0.45): cosine=0.886, cross=0.995
  GraphRAG  (0.919 x 0.2)"
544167|600144|7|0.7019|Média|0.3|incompleto|0.9182789838471483|0.8849026560783386|0.9961570819743713|0.9182789838471483||"score_final=0.702 -> Média  (rank 7)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.918 x 0.45): cosine=0.885, cross=0.996
  GraphRAG  (0.918 x 0.2)"
544167|600145|8|0.7002|Média|0.3|incompleto|0.9157162513210069|0.8861136436462402|0.9847890025621289|0.9157162513210069||"score_final=0.700 -> Média  (rank 8)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.916 x 0.45): cosine=0.886, cross=0.985
  GraphRAG  (0.916 x 0.2)"
544167|487607|9|0.6972|Média|0.3|incompleto|0.9111364915933104|0.8760316371917725|0.9930478185302326|0.9111364915933104||"score_final=0.697 -> Média  (rank 9)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.911 x 0.45): cosine=0.876, cross=0.993
  GraphRAG  (0.911 x 0.2)"
544167|600163|10|0.6953|Média|0.3|incompleto|0.9082053111564967|0.8753707408905029|0.9848193084438159|0.9082053111564967||"score_final=0.695 -> Média  (rank 10)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.908 x 0.45): cosine=0.875, cross=0.985
  GraphRAG  (0.908 x 0.2)"
544167|487613|11|0.6942|Média|0.3|incompleto|0.9065012727137265|0.876334547996521|0.9768902970538731|0.9065012727137265||"score_final=0.694 -> Média  (rank 11)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.907 x 0.45): cosine=0.876, cross=0.977
  GraphRAG  (0.907 x 0.2)"
544167|487628|12|0.6804|Média|0.3|incompleto|0.8851898590043749|0.8759207129478455|0.9068178664696103|0.8851898590043749||"score_final=0.680 -> Média  (rank 12)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.885 x 0.45): cosine=0.876, cross=0.907
  GraphRAG  (0.885 x 0.2)"
544167|600165|13|0.679|Média|0.3|incompleto|0.8831528900432186|0.8750081658363342|0.9021572465259489|0.8831528900432186||"score_final=0.679 -> Média  (rank 13)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.883 x 0.45): cosine=0.875, cross=0.902
  GraphRAG  (0.883 x 0.2)"
544167|628492|14|0.5155|Média|0.3|incompleto|0.6315485871969073|0.8764619827270508|0.060083997626572946|0.6315485871969073||"score_final=0.515 -> Média  (rank 14)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.632 x 0.45): cosine=0.876, cross=0.060
  GraphRAG  (0.632 x 0.2)"
544167|628497|15|0.5152|Média|0.3|incompleto|0.6310857572824716|0.8755315542221069|0.060712231089989716|0.6310857572824716||"score_final=0.515 -> Média  (rank 15)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.631 x 0.45): cosine=0.876, cross=0.061
  GraphRAG  (0.631 x 0.2)"
544213|487386|1|0.15055|Baixa|0.0|veto|0.9264502873848448|0.8957672119140625|0.9980441301500037|0.9264502873848448||"score_final=0.151 -> Baixa  (rank 1)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.926 x 0.45): cosine=0.896, cross=0.998
  GraphRAG  (0.926 x 0.2)"
544213|487445|2|0.1505|Baixa|0.0|veto|0.926217264888896|0.8952789306640625|0.9984067114135077|0.926217264888896||"score_final=0.150 -> Baixa  (rank 2)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.926 x 0.45): cosine=0.895, cross=0.998
  GraphRAG  (0.926 x 0.2)"
544213|487385|3|0.150475|Baixa|0.0|veto|0.9259511938522826|0.8950542211532593|0.9980441301500037|0.9259511938522826||"score_final=0.150 -> Baixa  (rank 3)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.926 x 0.45): cosine=0.895, cross=0.998
  GraphRAG  (0.926 x 0.2)"
544213|487380|4|0.15045|Baixa|0.0|veto|0.9258967319342217|0.8949284553527832|0.9981560439575785|0.9258967319342217||"score_final=0.150 -> Baixa  (rank 4)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.926 x 0.45): cosine=0.895, cross=0.998
  GraphRAG  (0.926 x 0.2)"
544213|487443|5|0.15045|Baixa|0.0|veto|0.9259120175820722|0.8948428630828857|0.9984067114135077|0.9259120175820722||"score_final=0.150 -> Baixa  (rank 5)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.926 x 0.45): cosine=0.895, cross=0.998
  GraphRAG  (0.926 x 0.2)"
544213|487444|6|0.150425|Baixa|0.0|veto|0.9256402323228254|0.8944545984268188|0.9984067114135077|0.9256402323228254||"score_final=0.150 -> Baixa  (rank 6)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.926 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.926 x 0.2)"
544213|487416|7|0.150375|Baixa|0.0|veto|0.9253502943293701|0.8943108320236206|0.9977757063761193|0.9253502943293701||"score_final=0.150 -> Baixa  (rank 7)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487452|8|0.150375|Baixa|0.0|veto|0.9253980555046544|0.8941090106964111|0.9984058267238888|0.9253980555046544||"score_final=0.150 -> Baixa  (rank 8)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487427|9|0.150375|Baixa|0.0|veto|0.925360785137493|0.8940874338150024|0.9983319382233042|0.925360785137493||"score_final=0.150 -> Baixa  (rank 9)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487408|10|0.15035|Baixa|0.0|veto|0.9252012186249733|0.8940334320068359|0.9979260540672942|0.9252012186249733||"score_final=0.150 -> Baixa  (rank 10)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487415|11|0.1503|Baixa|0.0|veto|0.9248666383998048|0.8936198949813843|0.9977757063761193|0.9248666383998048||"score_final=0.150 -> Baixa  (rank 11)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487453|12|0.1503|Baixa|0.0|veto|0.9249889173019872|0.8935245275497437|0.9984058267238888|0.9249889173019872||"score_final=0.150 -> Baixa  (rank 12)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.894, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487426|13|0.1503|Baixa|0.0|veto|0.9248796743262593|0.8934001326560974|0.9983319382233042|0.9248796743262593||"score_final=0.150 -> Baixa  (rank 13)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.893, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487414|14|0.15025|Baixa|0.0|veto|0.9246478416697632|0.8933073282241821|0.9977757063761193|0.9246478416697632||"score_final=0.150 -> Baixa  (rank 14)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.893, cross=0.998
  GraphRAG  (0.925 x 0.2)"
544213|487454|15|0.15025|Baixa|0.0|veto|0.9245675959099278|0.8929226398468018|0.9984058267238888|0.9245675959099278||"score_final=0.150 -> Baixa  (rank 15)
  Ontologia (0.000 x 0.35): veto
    Conflito na caracteristica definidora [comprimento_valor]:
      e-Fisco = '30'  x  CATMAT = '45'
    Veto por inconsistencia (checagem, nao deducao SWRL).
  Neural    (0.925 x 0.45): cosine=0.893, cross=0.998
  GraphRAG  (0.925 x 0.2)"
552321|487522|1|0.7057|Média|0.3|incompleto|0.9241301255434864|0.8927488327026367|0.9973531421721359|0.9241301255434864||"score_final=0.706 -> Média  (rank 1)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.924 x 0.45): cosine=0.893, cross=0.997
  GraphRAG  (0.924 x 0.2)"
552321|487531|2|0.7056|Média|0.3|incompleto|0.9239942360593296|0.892073392868042|0.9984762035056677|0.9239942360593296||"score_final=0.706 -> Média  (rank 2)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.924 x 0.45): cosine=0.892, cross=0.998
  GraphRAG  (0.924 x 0.2)"
552321|487533|3|0.7054|Média|0.3|incompleto|0.9237001822516224|0.8925559520721436|0.9963700526704067|0.9237001822516224||"score_final=0.705 -> Média  (rank 3)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.924 x 0.45): cosine=0.893, cross=0.996
  GraphRAG  (0.924 x 0.2)"
552321|487530|4|0.7054|Média|0.3|incompleto|0.9237281668855168|0.8916932940483093|0.9984762035056677|0.9237281668855168||"score_final=0.705 -> Média  (rank 4)
  Ontologia (0.300 x 0.35): incompleto
    Reasoner não fechou equivalência e não há conflito de característica definidora (atributos ausentes).
  Neural    (0.924 x 0.45): cosine=0.892, cross=0.998
  GraphRAG  (0.924 x 0.2)"
